"name","synonym"
"Bye Bye Bye","Bye Bye Bye"
"Almost (Sweet Music)","Almost (Sweet Music)"
"Don't Dream It's Over","Don't Dream It's Over"
"Everytime We Touch","Everytime We Touch"
"I Try","I Try"
"Symphony Of Destruction","Symphony Of Destruction"
"Rhiannon","Rhiannon"
"With You","With You"
"Lithium","Lithium"
"Come On Get Higher","Come On Get Higher"
"Jeremy","Jeremy"
"Beautiful","Beautiful"
"Fallin'","Fallin'"
"Wires","Wires"
"Style","Style"
"XO","XO"
"Brave","Brave"
"Suspicious Minds","Suspicious Minds"
"Unconditionally","Unconditionally"
"Don't","Don't"
"Love Yourz","Love Yourz"
"Toxic","Toxic"
"Survivor","Survivor"
"True Colors","True Colors"
"My Band","My Band"
"Right Now","Right Now"
"Cocaine","Cocaine"
"Mother's Daughter","Mother's Daughter"
"She Hates Me","She Hates Me"
"My Sacrifice","My Sacrifice"
"La Isla Bonita","La Isla Bonita"
"La Camisa Negra","La Camisa Negra"
"Shout","Shout"
"Carrie","Carrie"
"The Only Exception","The Only Exception"
"Hollaback Girl","Hollaback Girl"
"Grey Area","Grey Area"
"Papercut","Papercut"
"Good Morning","Good Morning"
"Wasabi","Wasabi"
"Let Go","Let Go"
"Waterloo","Waterloo"
"Girls Like You","Girls Like You"
"Magic Shop","Magic Shop"
"Birds","Birds"
"Bless The Broken Road","Bless The Broken Road"
"My Blood","My Blood"
"All Mine","All Mine"
"I'm Upset","I'm Upset"
"happiness","happiness"
"Dionysus","Dionysus"
"Sweat (A La La La La Long)","Sweat (A La La La La Long)"
"Take A Look Around","Take A Look Around"
"seven","seven"
"Click Click Boom","Click Click Boom"
"Nightmare","Nightmare"
"Mientes","Mientes"
"Lights","Lights"
"I Lived","I Lived"
"Going Under","Going Under"
"The Time (Dirty Bit)","The Time (Dirty Bit)"
"La Despedida","La Despedida"
"Come Away With Me","Come Away With Me"
"Sing For The Moment","Sing For The Moment"
"Work It","Work It"
"Cleanin' Out My Closet","Cleanin' Out My Closet"
"Sunday Morning","Sunday Morning"
"Little Wing","Little Wing"
"Hey Joe","Hey Joe"
"Company","Company"
"Hero","Hero"
"About A Girl","About A Girl"
"Chattahoochee","Chattahoochee"
"Sunshine Of Your Love","Sunshine Of Your Love"
"Relax","Relax"
"We Are Family","We Are Family"
"I Wanna Rock","I Wanna Rock"
"Energy","Energy"
"Lips Are Movin","Lips Are Movin"
"Rock You Like A Hurricane","Rock You Like A Hurricane"
"Send My Love (To Your New Lover)","Send My Love (To Your New Lover)"
"Jungle","Jungle"
"long story short","long story short"
"Foolish","Foolish"
"Heavydirtysoul","Heavydirtysoul"
"A.D.H.D","A.D.H.D"
"Jumpsuit","Jumpsuit"
"Habits (Stay High)","Habits (Stay High)"
"Is It True","Is It True"
"P.Y.T. (Pretty Young Thing)","P.Y.T. (Pretty Young Thing)"
"Fast Lane","Fast Lane"
"Fool's Gold","Fool's Gold"
"Burn","Burn"
"The Funeral","The Funeral"
"What Goes Around.../...Comes Around (Interlude)","What Goes Around.../...Comes Around (Interlude)"
"Limbo","Limbo"
"Candy","Candy"
"Famous Last Words","Famous Last Words"
"Paparazzi","Paparazzi"
"You Only Live Once","You Only Live Once"
"Chasing Pavements","Chasing Pavements"
"What Hurts The Most","What Hurts The Most"
"Indestructible","Indestructible"
"Psychosocial","Psychosocial"
"You Know I'm No Good","You Know I'm No Good"
"Young Folks","Young Folks"
"Mardy Bum","Mardy Bum"
"She Moves In Her Own Way","She Moves In Her Own Way"
"Lento","Lento"
"One","One"
"Underdog","Underdog"
"Just Like Heaven","Just Like Heaven"
"Not Today","Not Today"
"Only Love","Only Love"
"NASA","NASA"
"Neon Moon","Neon Moon"
"A Little Bit Off","A Little Bit Off"
"Last Kiss","Last Kiss"
"Thank You","Thank You"
"They Don't Care About Us","They Don't Care About Us"
"Call Me","Call Me"
"Harvest Moon","Harvest Moon"
"Fake Plastic Trees","Fake Plastic Trees"
"West Coast","West Coast"
"Golden Brown","Golden Brown"
"Just Can't Get Enough","Just Can't Get Enough"
"Never Too Much","Never Too Much"
"Elephant","Elephant"
"Hurricane","Hurricane"
"Stockholm Syndrome","Stockholm Syndrome"
"Dile Que Tu Me Quieres","Dile Que Tu Me Quieres"
"Honey","Honey"
"It's Time","It's Time"
"Elastic Heart","Elastic Heart"
"Me Too","Me Too"
"Gorgeous","Gorgeous"
"Can I Kick It?","Can I Kick It?"
"Love Maze","Love Maze"
"Mob Ties","Mob Ties"
"Trivia 轉 : Seesaw","Trivia 轉 : Seesaw"
"Brother","Brother"
"My Way","My Way"
"Sick Boy","Sick Boy"
"Far Away","Far Away"
"Lonely Day","Lonely Day"
"Beverly Hills","Beverly Hills"
"I'm Shipping Up To Boston","I'm Shipping Up To Boston"
"bad idea","bad idea"
"Rockstar","Rockstar"
"bloodline","bloodline"
"Behind Blue Eyes","Behind Blue Eyes"
"Go Go","Go Go"
"What's Going On","What's Going On"
"Bohemian Rhapsody","Bohemian Rhapsody"
"Only Time","Only Time"
"I Will Not Bow","I Will Not Bow"
"Bulletproof","Bulletproof"
"The Way I Am","The Way I Am"
"Trouble","Trouble"
"Anpanman","Anpanman"
"Chun-Li","Chun-Li"
"Banana Pancakes","Banana Pancakes"
"Fly Away","Fly Away"
"Chunky","Chunky"
"Dude (Looks Like A Lady)","Dude (Looks Like A Lady)"
"Roadhouse Blues","Roadhouse Blues"
"Hurricane","Hurricane"
"Sir Duke","Sir Duke"
"Ode To My Family","Ode To My Family"
"Iron Man","Iron Man"
"Emperor's New Clothes","Emperor's New Clothes"
"Gangsta","Gangsta"
"Nikes","Nikes"
"Cinnamon Girl","Cinnamon Girl"
"Say It","Say It"
"That's My Girl","That's My Girl"
"Really Really","Really Really"
"Romeo And Juliet","Romeo And Juliet"
"Stuck On You","Stuck On You"
"We Belong Together","We Belong Together"
"Novacane","Novacane"
"Hit Me With Your Best Shot","Hit Me With Your Best Shot"
"Gettin' Jiggy Wit It","Gettin' Jiggy Wit It"
"Super Trouper","Super Trouper"
"Come & Get It","Come & Get It"
"Carry Me Away","Carry Me Away"
"This Is Gospel","This Is Gospel"
"You Get Me So High","You Get Me So High"
"Love It If We Made It","Love It If We Made It"
"Not Over You","Not Over You"
"When You Die","When You Die"
"Old Pine","Old Pine"
"Yeah 3x","Yeah 3x"
"So What","So What"
"I'm Fine","I'm Fine"
"It's Not Living (If It's Not With You)","It's Not Living (If It's Not With You)"
"Reflections","Reflections"
"Shooting Stars","Shooting Stars"
"Get Along","Get Along"
"Creo en Ti","Creo en Ti"
"Oceans (Where Feet May Fail)","Oceans (Where Feet May Fail)"
"Dirty Paws","Dirty Paws"
"Half a Heart","Half a Heart"
"Happily","Happily"
"Francis Forever","Francis Forever"
"Sing","Sing"
"Lose Yourself","Lose Yourself"
"The Heart Wants What It Wants","The Heart Wants What It Wants"
"Louco e Sonhador","Louco e Sonhador"
"Livin' Thing","Livin' Thing"
"Sunny","Sunny"
"Andar Conmigo","Andar Conmigo"
"Can I","Can I"
"Broken & Beautiful","Broken & Beautiful"
"You Never Can Tell","You Never Can Tell"
"National Anthem","National Anthem"
"She Doesn't Mind","She Doesn't Mind"
"Consequences","Consequences"
"Be My Baby","Be My Baby"
"All Too Well","All Too Well"
"2009","2009"
"That's Life","That's Life"
"Miami","Miami"
"Southern Nights","Southern Nights"
"Strawberry Blond","Strawberry Blond"
"Wait","Wait"
"Strong","Strong"
"Adore You","Adore You"
"Have You Ever Really Loved A Woman?","Have You Ever Really Loved A Woman?"
"Ain't Nobody","Ain't Nobody"
"People Are Strange","People Are Strange"
"Solsbury Hill","Solsbury Hill"
"Wicked Game","Wicked Game"
"Inevitable","Inevitable"
"Rescue","Rescue"
"Minimum Wage","Minimum Wage"
"KOD","KOD"
"Just One Day","Just One Day"
"Fireproof","Fireproof"
"My Hero","My Hero"
"Ciega, Sordomuda","Ciega, Sordomuda"
"Slippin'","Slippin'"
"Teardrop","Teardrop"
"I'm Not In Love","I'm Not In Love"
"Smile","Smile"
"Be Yourself","Be Yourself"
"Todo Cambió","Todo Cambió"
"Me Voy","Me Voy"
"When I See U","When I See U"
"Upside Down","Upside Down"
"Miss Murder","Miss Murder"
"Don't Matter","Don't Matter"
"Unfaithful","Unfaithful"
"Ms. Fat Booty","Ms. Fat Booty"
"Porcelain","Porcelain"
"Send Me An Angel","Send Me An Angel"
"Loser","Loser"
"Nutshell","Nutshell"
"La Da Dee","La Da Dee"
"Stickwitu","Stickwitu"
"Over My Head (Cable Car)","Over My Head (Cable Car)"
"Gimme All Your Lovin'","Gimme All Your Lovin'"
"I Guess That's Why They Call It The Blues","I Guess That's Why They Call It The Blues"
"Suddenly I See","Suddenly I See"
"Read My Mind","Read My Mind"
"Eye In The Sky","Eye In The Sky"
"Síguelo Bailando","Síguelo Bailando"
"Tone Deaf","Tone Deaf"
"Parasite Eve","Parasite Eve"
"Mother","Mother"
"Cornelia Street","Cornelia Street"
"New Divide","New Divide"
"Open Arms","Open Arms"
"Survival of the Fittest","Survival of the Fittest"
"Antologia","Antologia"
"Any Man Of Mine","Any Man Of Mine"
"Immortal","Immortal"
"Next To Me","Next To Me"
"London Boy","London Boy"
"Gravity","Gravity"
"Shake It","Shake It"
"A Sunday Kind Of Love","A Sunday Kind Of Love"
"ELEMENT.","ELEMENT."
"Back At One","Back At One"
"Save Me","Save Me"
"Disco Inferno","Disco Inferno"
"My My My!","My My My!"
"Don't Look Back In Anger","Don't Look Back In Anger"
"Remedy","Remedy"
"Runaway Train","Runaway Train"
"Holiday","Holiday"
"Weather With You","Weather With You"
"Stars","Stars"
"Yellow Ledbetter","Yellow Ledbetter"
"U Got It Bad","U Got It Bad"
"Sonne","Sonne"
"One Last Breath","One Last Breath"
"Break Ya Neck","Break Ya Neck"
"Digital Love","Digital Love"
"7 Days","7 Days"
"La Playa","La Playa"
"My Love","My Love"
"Thru Your Phone","Thru Your Phone"
"Blue Monday","Blue Monday"
"Big Yellow Taxi","Big Yellow Taxi"
"Runaway Baby","Runaway Baby"
"Wherever You Are","Wherever You Are"
"L-O-V-E","L-O-V-E"
"Say You, Say Me","Say You, Say Me"
"In My Place","In My Place"
"Still Waiting","Still Waiting"
"Someday","Someday"
"Back To You","Back To You"
"Hysteria","Hysteria"
"Hurt Feelings","Hurt Feelings"
"Without You","Without You"
"Runaway","Runaway"
"Glory Days","Glory Days"
"Faint","Faint"
"mad woman","mad woman"
"Somewhere I Belong","Somewhere I Belong"
"Jailhouse Rock","Jailhouse Rock"
"No Judgement","No Judgement"
"in my head","in my head"
"ghostin","ghostin"
"dorothea","dorothea"
"cowboy like me","cowboy like me"
"Breaking the Law","Breaking the Law"
"Dreams","Dreams"
"Tag, You're It","Tag, You're It"
"Wolves","Wolves"
"I Need U","I Need U"
"Finesse","Finesse"
"2 Phones","2 Phones"
"Dope","Dope"
"Lane Boy","Lane Boy"
"RD","RD"
"La Maria","La Maria"
"Doubt","Doubt"
"A Milli","A Milli"
"One Time","One Time"
"Kiss It Better","Kiss It Better"
"Take It Off","Take It Off"
"Cannibal","Cannibal"
"Ooh La La","Ooh La La"
"Birthday Sex","Birthday Sex"
"Know Yourself","Know Yourself"
"Beautiful","Beautiful"
"High School Sweethearts","High School Sweethearts"
"goodnight n go","goodnight n go"
"Time","Time"
"everytime","everytime"
"Little Lion Man","Little Lion Man"
"R.I.P. 2 My Youth","R.I.P. 2 My Youth"
"Victorious","Victorious"
"Melting","Melting"
"Crush","Crush"
"Llamado de Emergencia","Llamado de Emergencia"
"Zanzibar","Zanzibar"
"If U Seek Amy","If U Seek Amy"
"My Life","My Life"
"Just What I Needed","Just What I Needed"
"A-Punk","A-Punk"
"The Man Who Can't Be Moved","The Man Who Can't Be Moved"
"Teenage Dream","Teenage Dream"
"Pity Party","Pity Party"
"I'd Rather Go Blind","I'd Rather Go Blind"
"Deja Vu","Deja Vu"
"Love You Goodbye","Love You Goodbye"
"Fire & Desire","Fire & Desire"
"Sailing","Sailing"
"Infinity","Infinity"
"Cold Cold Cold","Cold Cold Cold"
"Purpose","Purpose"
"She's Kinda Hot","She's Kinda Hot"
"The Archer","The Archer"
"Miss Americana & The Heartbreak Prince","Miss Americana & The Heartbreak Prince"
"I Think He Knows","I Think He Knows"
"Anaconda","Anaconda"
"All Apologies","All Apologies"
"Mrs. Potato Head","Mrs. Potato Head"
"Walking in the Wind","Walking in the Wind"
"All I Wanna Do","All I Wanna Do"
"Temporary Fix","Temporary Fix"
"(I Can't Help) Falling In Love With You","(I Can't Help) Falling In Love With You"
"A Tale of 2 Citiez","A Tale of 2 Citiez"
"Love Don't Change","Love Don't Change"
"Mandy","Mandy"
"peace","peace"
"Rooster","Rooster"
"Who'll Stop The Rain","Who'll Stop The Rain"
"Lookin' Out My Back Door","Lookin' Out My Back Door"
"Be Careful","Be Careful"
"Mama, I'm Coming Home","Mama, I'm Coming Home"
"Gimme Three Steps","Gimme Three Steps"
"You Could Be Mine","You Could Be Mine"
"Sad But True","Sad But True"
"Live And Let Die","Live And Let Die"
"Tenerife Sea","Tenerife Sea"
"Psycho","Psycho"
"Like Real People Do","Like Real People Do"
"Let's Get It On","Let's Get It On"
"epiphany","epiphany"
"We Ball","We Ball"
"Up&Up","Up&Up"
"Knowing You","Knowing You"
"Sex With Me","Sex With Me"
"Cherry","Cherry"
"Skin","Skin"
"Pinball Wizard","Pinball Wizard"
"Love","Love"
"Sister Golden Hair","Sister Golden Hair"
"Highway Tune","Highway Tune"
"Me Enamoré","Me Enamoré"
"Call It What You Want","Call It What You Want"
"Head Above Water","Head Above Water"
"Barbie Tingz","Barbie Tingz"
"Right Now (Na Na Na)","Right Now (Na Na Na)"
"Try Everything","Try Everything"
"Yes I'm Changing","Yes I'm Changing"
"Monster","Monster"
"Sleep On The Floor","Sleep On The Floor"
"Real Love Baby","Real Love Baby"
"The Resistance","The Resistance"
"Power","Power"
"Let You Love Me","Let You Love Me"
"Brain Stew","Brain Stew"
"Give Me One Reason","Give Me One Reason"
"Boombastic","Boombastic"
"Sailing","Sailing"
"Perfect Day","Perfect Day"
"Everything I Own","Everything I Own"
"Pink Moon","Pink Moon"
"Walking The Wire","Walking The Wire"
"(You Make Me Feel Like) A Natural Woman","(You Make Me Feel Like) A Natural Woman"
"How Would You Feel (Paean)","How Would You Feel (Paean)"
"Visions of Gideon","Visions of Gideon"
"Interlude: I'm Not Angry Anymore","Interlude: I'm Not Angry Anymore"
"What a Feeling","What a Feeling"
"Bad Blood","Bad Blood"
"Hometown","Hometown"
"Bat Country","Bat Country"
"It's Too Late","It's Too Late"
"Homegrown","Homegrown"
"Butterfly","Butterfly"
"Uma Thurman","Uma Thurman"
"I'm Comin' Over","I'm Comin' Over"
"Mind Over Matter","Mind Over Matter"
"Strangers In The Night","Strangers In The Night"
"The Phoenix","The Phoenix"
"The Judge","The Judge"
"I Really Like You","I Really Like You"
"Soap","Soap"
"Smile","Smile"
"Drown","Drown"
"Cake","Cake"
"Flexin'","Flexin'"
"Flicker","Flicker"
"Bad Liar","Bad Liar"
"Mariners Apartment Complex","Mariners Apartment Complex"
"Gyalchester","Gyalchester"
"This I Promise You","This I Promise You"
"Breathe Deeper","Breathe Deeper"
"Riot","Riot"
"Town Called Malice","Town Called Malice"
"I Don't Love You","I Don't Love You"
"Tears Dry On Their Own","Tears Dry On Their Own"
"Sugar","Sugar"
"Vuelve","Vuelve"
"My Love Is Your Love","My Love Is Your Love"
"Grace Kelly","Grace Kelly"
"Sweet Pea","Sweet Pea"
"Never Too Late","Never Too Late"
"Our Time","Our Time"
"Stayin' Alive","Stayin' Alive"
"Our Song","Our Song"
"The Ringer","The Ringer"
"When You're Gone","When You're Gone"
"Thriller","Thriller"
"The Times They Are A-Changin'","The Times They Are A-Changin'"
"Epic","Epic"
"Higher","Higher"
"Peace of Mind","Peace of Mind"
"React","React"
"I Want To Break Free","I Want To Break Free"
"I Will Wait","I Will Wait"
"First Day Of My Life","First Day Of My Life"
"Dirty Harry","Dirty Harry"
"Dakota","Dakota"
"Holiday","Holiday"
"Detroit Rock City","Detroit Rock City"
"Gorilla","Gorilla"
"Born To Die","Born To Die"
"Let's Get Loud","Let's Get Loud"
"Wings","Wings"
"Over Again","Over Again"
"Flightless Bird, American Mouth","Flightless Bird, American Mouth"
"Won't Go Home Without You","Won't Go Home Without You"
"Juke Box Hero","Juke Box Hero"
"Afterglow","Afterglow"
"Surrender","Surrender"
"Ojitos Chiquitos","Ojitos Chiquitos"
"Bad Company","Bad Company"
"All I Wanted","All I Wanted"
"I'll Be There For You","I'll Be There For You"
"In My Head","In My Head"
"Somebody To Love","Somebody To Love"
"Your Love Is My Drug","Your Love Is My Drug"
"Cinderella Man","Cinderella Man"
"Knock Knock","Knock Knock"
"That Should Be Me","That Should Be Me"
"Didn't I","Didn't I"
"Never Say Never","Never Say Never"
"Money","Money"
"Don't Stand So Close To Me","Don't Stand So Close To Me"
"Burnin' Up","Burnin' Up"
"Campus","Campus"
"Everywhere I Go","Everywhere I Go"
"Love Will Tear Us Apart","Love Will Tear Us Apart"
"Tiburones","Tiburones"
"Hungry Heart","Hungry Heart"
"Celebration","Celebration"
"The Look","The Look"
"Judas","Judas"
"Bad Medicine","Bad Medicine"
"Yo Te Esperaré","Yo Te Esperaré"
"Boom Boom Pow","Boom Boom Pow"
"Just Breathe","Just Breathe"
"Satellite","Satellite"
"El Doctorado","El Doctorado"
"Holocene","Holocene"
"Play That Funky Music","Play That Funky Music"
"Space Bound","Space Bound"
"Singularity","Singularity"
"Again","Again"
"When I'm Gone","When I'm Gone"
"Flags","Flags"
"Get Ur Freak On","Get Ur Freak On"
"Best Of Me","Best Of Me"
"Perfect","Perfect"
"Don't Leave Me","Don't Leave Me"
"Dimple","Dimple"
"So Fresh, So Clean","So Fresh, So Clean"
"Drive","Drive"
"Wish You Were Here","Wish You Were Here"
"Sing","Sing"
"Dancing With Myself","Dancing With Myself"
"Many Men (Wish Death)","Many Men (Wish Death)"
"She Sells Sanctuary","She Sells Sanctuary"
"Fighter","Fighter"
"The Zephyr Song","The Zephyr Song"
"Through The Wire","Through The Wire"
"Jesus Walks","Jesus Walks"
"Breathless","Breathless"
"Kill You","Kill You"
"Here Comes Your Man","Here Comes Your Man"
"High Hopes","High Hopes"
"Burn","Burn"
"Need You Tonight","Need You Tonight"
"You Got It","You Got It"
"My Happy Ending","My Happy Ending"
"Diana","Diana"
"Nunca","Nunca"
"Break Up Song","Break Up Song"
"Mercy","Mercy"
"Venice Bitch","Venice Bitch"
